label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
A,0.6084844470024109,0.5301100015640259,-4.306322409775021e-07,0.6953047513961792,0.49534010887145996,-0.032291609793901443,0.7732304334640503,0.4096590578556061,-0.044772159308195114,0.8059074282646179,0.3263792097568512,-0.05773179233074188,0.8237413167953491,0.25442272424697876,-0.06972736120223999,0.7188522219657898,0.3344404995441437,-0.02154964953660965,0.7411405444145203,0.27037155628204346,-0.062313225120306015,0.7237827777862549,0.3182850778102875,-0.08826642483472824,0.70124751329422,0.3737667500972748,-0.09906944632530212,0.6531769037246704,0.3299471437931061,-0.021016918122768402,0.6672711968421936,0.2656300365924835,-0.0636962503194809,0.6616716384887695,0.3434517979621887,-0.07891281694173813,0.6533191204071045,0.4140127897262573,-0.08012192696332932,0.5896251797676086,0.33996421098709106,-0.026863358914852142,0.5903794169425964,0.2744738459587097,-0.06622177362442017,0.603391706943512,0.35111740231513977,-0.06290183216333389,0.6079237461090088,0.417135089635849,-0.05074131116271019,0.5281148552894592,0.3643636107444763,-0.03527947515249252,0.5274088978767395,0.3018999695777893,-0.06137688457965851,0.5494928359985352,0.35070207715034485,-0.05343794450163841,0.5633115768432617,0.3994607925415039,-0.04069359973073006
A,0.6454025506973267,0.5112755298614502,-4.166602707300626e-07,0.7445613741874695,0.47605887055397034,-0.03315263241529465,0.8251981139183044,0.39856961369514465,-0.04155997186899185,0.8546932339668274,0.31396976113319397,-0.05133539438247681,0.8595353960990906,0.2328701615333557,-0.06055152043700218,0.7662413120269775,0.31881183385849,-0.004677983932197094,0.7764692902565002,0.2625625729560852,-0.043568164110183716,0.7588265538215637,0.31205064058303833,-0.07387635856866837,0.7419697642326355,0.3717363178730011,-0.08782842755317688,0.6963746547698975,0.3134579658508301,-0.00341393263079226,0.703097403049469,0.25658729672431946,-0.04638410359621048,0.6940179467201233,0.3341953456401825,-0.06823544949293137,0.688732922077179,0.40933677554130554,-0.07335692644119263,0.6305326819419861,0.323519766330719,-0.009380857460200787,0.6269717812538147,0.2652760148048401,-0.04931240156292915,0.6343363523483276,0.3425460159778595,-0.049777209758758545,0.6416849493980408,0.41121920943260193,-0.03916168212890625,0.5675719976425171,0.3492242395877838,-0.01848527416586876,0.5646155476570129,0.2906643748283386,-0.04388875886797905,0.5818765759468079,0.33999109268188477,-0.03660251200199127,0.5968720316886902,0.3903890550136566,-0.023814557120203972
A,0.6408682465553284,0.5180087685585022,-4.15009225207541e-07,0.7399511933326721,0.4804067611694336,-0.03403901308774948,0.8209731578826904,0.39963382482528687,-0.045502159744501114,0.8531225919723511,0.3160187900066376,-0.058064162731170654,0.8593757152557373,0.23550283908843994,-0.07014606893062592,0.7637577652931213,0.32484519481658936,-0.014400241896510124,0.7765229344367981,0.2681364417076111,-0.05724262818694115,0.7590323686599731,0.3168632388114929,-0.08929861336946487,0.7385344505310059,0.3752823770046234,-0.10407310724258423,0.6932701468467712,0.3184950053691864,-0.013986993581056595,0.7004653811454773,0.26199615001678467,-0.059959810227155685,0.6934557557106018,0.338983416557312,-0.08145695179700851,0.6860648393630981,0.41361552476882935,-0.08641090989112854,0.6277632117271423,0.3277227282524109,-0.020507168024778366,0.6247472763061523,0.26598113775253296,-0.0626627579331398,0.634303867816925,0.34398123621940613,-0.06199810653924942,0.6397114992141724,0.4136952757835388,-0.05065746232867241,0.5652489066123962,0.3529626131057739,-0.03008202277123928,0.5637871623039246,0.295442670583725,-0.05779406800866127,0.5830968618392944,0.34509602189064026,-0.05033046007156372,0.5970948338508606,0.3957619071006775,-0.03725621476769447
A,0.6429420113563538,0.5239198207855225,-4.4257484432819183e-07,0.7411694526672363,0.4862282872200012,-0.034517303109169006,0.8251491189002991,0.4066596031188965,-0.04571698233485222,0.857251763343811,0.3204568922519684,-0.058757003396749496,0.8602455258369446,0.24105045199394226,-0.07090215384960175,0.7582683563232422,0.3253729045391083,-0.007292685564607382,0.7713665962219238,0.26304125785827637,-0.050653859972953796,0.7551698684692383,0.3170548975467682,-0.0833703875541687,0.7387454509735107,0.37935733795166016,-0.09823630750179291,0.6897872090339661,0.31972965598106384,-0.006663214880973101,0.7051979899406433,0.25602224469184875,-0.05540481209754944,0.6971960663795471,0.3379489779472351,-0.0793515220284462,0.6902586817741394,0.4150184094905853,-0.08413247019052505,0.6257073879241943,0.33008700609207153,-0.013367908075451851,0.6304406523704529,0.26896530389785767,-0.05759362503886223,0.6385694146156311,0.3495095670223236,-0.05719545856118202,0.6426721811294556,0.42014333605766296,-0.044205039739608765,0.5635411143302917,0.3549039661884308,-0.02330557443201542,0.5691749453544617,0.2940390110015869,-0.05091137811541557,0.588517427444458,0.34458789229393005,-0.042578984051942825,0.60001540184021,0.3953782320022583,-0.028001543134450912
A,0.6507626175880432,0.46053534746170044,-3.499145861951547e-07,0.7443062663078308,0.431766539812088,-0.03357091173529625,0.8289887309074402,0.35533279180526733,-0.04120253399014473,0.859613299369812,0.27210479974746704,-0.04869484528899193,0.8665443658828735,0.1934128701686859,-0.05495509132742882,0.7720460891723633,0.29363909363746643,-0.011459101922810078,0.7851667404174805,0.23018214106559753,-0.04892857372760773,0.7680985331535339,0.2802463173866272,-0.0760560855269432,0.7520064115524292,0.3388029932975769,-0.08834195882081985,0.7019173502922058,0.28780946135520935,-0.009337198920547962,0.7136334776878357,0.2251451015472412,-0.0516488291323185,0.7033199071884155,0.30344101786613464,-0.07136482745409012,0.6975824236869812,0.3739069104194641,-0.07563357055187225,0.6368260383605957,0.2954687476158142,-0.013890240341424942,0.6372608542442322,0.23477111756801605,-0.053910788148641586,0.6424156427383423,0.31271690130233765,-0.052487652748823166,0.6490746140480042,0.37703776359558105,-0.041331712156534195,0.5741576552391052,0.3168588876724243,-0.02121068723499775,0.5741812586784363,0.2643733322620392,-0.0460936464369297,0.5878771543502808,0.31553956866264343,-0.03840260207653046,0.6013681292533875,0.364412397146225,-0.02628660388290882
A,0.6498401165008545,0.4815225899219513,-2.9556565550592495e-07,0.744604229927063,0.4484655261039734,-0.03568078577518463,0.8265784382820129,0.36850154399871826,-0.045740608125925064,0.858801543712616,0.2855503559112549,-0.05581614375114441,0.8673083782196045,0.20564696192741394,-0.06549393385648727,0.7741653919219971,0.3055492341518402,-0.01843835599720478,0.7897589802742004,0.24547825753688812,-0.06250859797000885,0.7743438482284546,0.28318965435028076,-0.09408548474311829,0.7589201331138611,0.34233996272087097,-0.10774999111890793,0.7033376097679138,0.2968708872795105,-0.01679196208715439,0.7155364751815796,0.23371727764606476,-0.06369277834892273,0.7065683603286743,0.30236706137657166,-0.08505720645189285,0.7014447450637817,0.3795633316040039,-0.08996038883924484,0.637523889541626,0.30233660340309143,-0.022347617894411087,0.6376084685325623,0.2401624619960785,-0.06523486226797104,0.644331693649292,0.3139299750328064,-0.06599283963441849,0.6530495882034302,0.38522079586982727,-0.05584272742271423,0.5728473663330078,0.32286491990089417,-0.031131019815802574,0.5740583539009094,0.2624363899230957,-0.05912968888878822,0.5899258852005005,0.3105359375476837,-0.05370049551129341,0.6052230596542358,0.36423516273498535,-0.0426589697599411
A,0.6410539746284485,0.5239553451538086,-4.4148677602606767e-07,0.7384348511695862,0.48475292325019836,-0.03503846004605293,0.821869432926178,0.40326425433158875,-0.04774070158600807,0.8551165461540222,0.3166113793849945,-0.06154650077223778,0.8555339574813843,0.23604735732078552,-0.07456372678279877,0.757047176361084,0.32828041911125183,-0.016841387376189232,0.7743624448776245,0.26787784695625305,-0.06333940476179123,0.7589138746261597,0.31722620129585266,-0.09616972506046295,0.7409752011299133,0.37720733880996704,-0.1101929172873497,0.688673198223114,0.3227066099643707,-0.01633458025753498,0.70489501953125,0.2569109797477722,-0.06577194482088089,0.6986677050590515,0.3371419608592987,-0.0866975262761116,0.6921881437301636,0.4154672622680664,-0.08942335844039917,0.6235504150390625,0.33163827657699585,-0.023022685199975967,0.6291462182998657,0.26847267150878906,-0.06777822971343994,0.6396809220314026,0.3503166735172272,-0.06585056334733963,0.6450693607330322,0.42147982120513916,-0.051949165761470795,0.5594825148582458,0.35526707768440247,-0.03288093954324722,0.5675232410430908,0.29510262608528137,-0.06061987951397896,0.5885775685310364,0.3458212614059448,-0.0517655648291111,0.6007967591285706,0.39647331833839417,-0.037043578922748566
A,0.6422214508056641,0.5255365371704102,-4.383206260172301e-07,0.7386174201965332,0.48561128973960876,-0.03426467254757881,0.8215568661689758,0.4030051827430725,-0.046328745782375336,0.854129433631897,0.3172110617160797,-0.05981539934873581,0.8563904762268066,0.2372170090675354,-0.0724119171500206,0.758882462978363,0.32867929339408875,-0.01412241905927658,0.7763959169387817,0.2678881585597992,-0.06027143448591232,0.7603007555007935,0.318256676197052,-0.09318920969963074,0.7423611283302307,0.3797842562198639,-0.10734470188617706,0.6901106238365173,0.3227960765361786,-0.01399957574903965,0.7050879001617432,0.25798743963241577,-0.0631774365901947,0.6989203691482544,0.3384242355823517,-0.08444614708423615,0.6931642293930054,0.41728663444519043,-0.0874716117978096,0.6246002912521362,0.33143049478530884,-0.021182773634791374,0.6293376088142395,0.26831889152526855,-0.06554027646780014,0.6389773488044739,0.34972983598709106,-0.06380662322044373,0.6439142227172852,0.4216102659702301,-0.0501844622194767,0.5603716373443604,0.3546999990940094,-0.03156642988324165,0.5670071840286255,0.29601994156837463,-0.0593680702149868,0.5877333283424377,0.34703969955444336,-0.050878629088401794,0.6000555157661438,0.39833876490592957,-0.036402780562639236
A,0.6435354351997375,0.516482949256897,-4.078268318608025e-07,0.7413883805274963,0.4796694815158844,-0.035404354333877563,0.8228495121002197,0.39720582962036133,-0.04666567221283913,0.8547253012657166,0.31279388070106506,-0.05825183913111687,0.8583430051803589,0.2313031703233719,-0.068815678358078,0.7652508020401001,0.32440030574798584,-0.01607632078230381,0.7790693044662476,0.26413482427597046,-0.05765625089406967,0.7610200643539429,0.3136197030544281,-0.08760665357112885,0.7406780123710632,0.3723642826080322,-0.10092740505933762,0.6956577897071838,0.31791770458221436,-0.014364655129611492,0.7031248807907104,0.25800395011901855,-0.05894048884510994,0.6954545974731445,0.3353014290332794,-0.07852939516305923,0.6888383626937866,0.4093802273273468,-0.08217630535364151,0.6302176117897034,0.3261967897415161,-0.019676338881254196,0.6267648935317993,0.2645827531814575,-0.060820840299129486,0.6359623670578003,0.34246504306793213,-0.05921509861946106,0.6423382759094238,0.41083022952079773,-0.04731478914618492,0.5673516988754272,0.34944236278533936,-0.02811671607196331,0.565218448638916,0.2923603355884552,-0.05486151576042175,0.5833593010902405,0.34326767921447754,-0.046949490904808044,0.5973513126373291,0.3937044143676758,-0.033662810921669006
A,0.6360386610031128,0.5167642831802368,-3.6456080465541163e-07,0.7343304753303528,0.4780021607875824,-0.03362751379609108,0.8175482153892517,0.4004723131656647,-0.042707476764917374,0.8536373972892761,0.31362614035606384,-0.05305860936641693,0.8599284887313843,0.22780469059944153,-0.06310654431581497,0.767510175704956,0.3235107362270355,-0.006667688954621553,0.7818641662597656,0.26753371953964233,-0.04646993800997734,0.760042130947113,0.3142823278903961,-0.07748423516750336,0.7380063533782959,0.3717871308326721,-0.09205679595470428,0.698117196559906,0.3152942955493927,-0.005701469257473946,0.7073771357536316,0.2566949129104614,-0.04898647591471672,0.6957764029502869,0.33006033301353455,-0.07151893526315689,0.687152624130249,0.403947651386261,-0.0776197761297226,0.6311200857162476,0.32305124402046204,-0.012061581946909428,0.6283570528030396,0.26395389437675476,-0.051506225019693375,0.6354910135269165,0.3394300937652588,-0.05196468532085419,0.641520619392395,0.4083860516548157,-0.04202907532453537,0.5662567615509033,0.34688079357147217,-0.021667197346687317,0.565571129322052,0.2888195514678955,-0.04631767421960831,0.5823941230773926,0.3365554213523865,-0.038831666111946106,0.596433162689209,0.3857652544975281,-0.02650177665054798
